lootdrop_id,item_id,item_charges,equip_item,chance,minlevel,maxlevel,multiplier,disabled_chance,min_expansion,max_expansion,content_flags,content_flags_disabled
2204,28750,1,0,30,0,255,1,0,-1,-1,NULL,NULL
2223,4406,1,1,75,0,255,1,0,-1,-1,NULL,NULL
2223,5411,1,1,25,0,255,1,0,-1,-1,NULL,NULL
2226,4407,1,1,75,0,255,1,0,-1,-1,NULL,NULL
2226,10366,1,1,25,0,255,1,0,-1,-1,NULL,NULL
2228,4409,1,1,50,0,255,1,0,-1,-1,NULL,NULL
2228,10218,5,1,50,0,255,1,0,-1,-1,NULL,NULL
2267,4505,1,1,75,0,255,1,0,-1,-1,NULL,NULL
2267,10219,1,1,25,0,255,1,0,-1,-1,NULL,NULL
2353,4620,1,1,25,0,255,1,0,-1,-1,NULL,NULL
2353,6408,1,1,75,0,255,1,0,-1,-1,NULL,NULL
2469,4871,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2469,4872,1,1,2,0,255,1,0,-1,-1,NULL,NULL
2469,4873,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2469,4874,1,1,5,0,255,1,0,-1,-1,NULL,NULL
2469,4875,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2469,4876,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2469,4877,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2491,4901,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2491,4902,1,1,2,0,255,1,0,-1,-1,NULL,NULL
2491,4903,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2491,4904,1,1,5,0,255,1,0,-1,-1,NULL,NULL
2491,4905,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2491,4906,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2491,4907,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2581,5001,1,1,34,0,255,1,0,-1,-1,NULL,NULL
2581,5352,1,1,33,0,255,1,0,-1,-1,NULL,NULL
2582,5002,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2582,5013,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2582,5019,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2582,5023,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2582,5026,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2582,5027,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2582,5350,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2582,5352,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2664,5001,1,1,100,0,255,1,0,-1,-1,NULL,NULL
2664,9023,1,1,100,0,255,1,0,-1,-1,NULL,NULL
2726,5005,1,1,100,0,255,1,0,-1,-1,NULL,NULL
2731,5005,1,1,50,0,255,1,0,-1,-1,NULL,NULL
2731,5023,1,1,50,0,255,1,0,-1,-1,NULL,NULL
2738,5005,1,1,50,0,255,1,0,-1,-1,NULL,NULL
2738,5062,1,1,50,0,255,1,0,-1,-1,NULL,NULL
2906,5013,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2906,5014,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2906,5019,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2906,5020,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2906,5021,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2906,5022,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2906,5023,1,1,4,0,255,1,0,-1,-1,NULL,NULL
2906,5025,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,5026,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,5027,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,5028,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,5029,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,5030,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,5032,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,5034,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,5037,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,6011,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,6014,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,6017,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,6019,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,6024,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,7007,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,7008,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,7009,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,7012,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,7013,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,7014,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2906,13346,1,1,3,0,255,1,0,-1,-1,NULL,NULL
2965,13921,1,0,45,0,255,1,0,-1,-1,NULL,NULL
3015,5013,1,1,50,0,255,1,0,-1,-1,NULL,NULL
3015,5352,1,1,50,0,255,1,0,-1,-1,NULL,NULL
3067,5013,1,1,34,0,255,1,0,-1,-1,NULL,NULL
3067,5020,1,1,33,0,255,1,0,-1,-1,NULL,NULL
3067,5352,1,1,33,0,255,1,0,-1,-1,NULL,NULL
3069,5013,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3069,5019,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3069,5021,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3069,5026,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3069,5027,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3069,5034,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3069,5351,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3069,6014,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3069,6016,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3069,6022,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3069,6024,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3069,7007,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3069,7008,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3069,7009,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3069,7012,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3069,7013,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3069,7014,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3069,13346,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3101,5013,1,1,12,0,255,1,0,-1,-1,NULL,NULL
3101,5014,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3101,5015,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3101,5016,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3101,5019,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3101,5020,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3101,5021,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3101,5022,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3101,5023,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3101,6011,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3101,6014,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3101,6017,1,1,7,0,255,1,0,-1,-1,NULL,NULL
3101,7008,1,1,7,0,255,1,0,-1,-1,NULL,NULL
3101,7009,1,1,7,0,255,1,0,-1,-1,NULL,NULL
3101,7010,1,1,7,0,255,1,0,-1,-1,NULL,NULL
3102,12244,1,0,75,0,255,1,0,-1,-1,NULL,NULL
3190,5015,1,1,12,0,255,1,0,-1,-1,NULL,NULL
3190,5019,1,1,11,0,255,1,0,-1,-1,NULL,NULL
3190,5020,1,1,11,0,255,1,0,-1,-1,NULL,NULL
3190,5023,1,1,11,0,255,1,0,-1,-1,NULL,NULL
3190,6011,1,1,11,0,255,1,0,-1,-1,NULL,NULL
3190,6012,1,1,11,0,255,1,0,-1,-1,NULL,NULL
3190,6014,1,1,11,0,255,1,0,-1,-1,NULL,NULL
3190,7008,1,1,11,0,255,1,0,-1,-1,NULL,NULL
3190,7010,1,1,11,0,255,1,0,-1,-1,NULL,NULL
3191,13025,1,0,50,0,255,1,0,-1,-1,NULL,NULL
3191,13027,1,0,50,0,255,1,0,-1,-1,NULL,NULL
3204,13915,1,0,40,0,255,1,0,-1,-1,NULL,NULL
3204,20178,1,0,6,0,255,1,0,3,99,NULL,NULL
3204,20179,1,0,6,0,255,1,0,3,99,NULL,NULL
3204,20181,1,0,6,0,255,1,0,3,99,NULL,NULL
3204,27392,1,0,6,0,255,1,0,3,99,NULL,NULL
3204,27405,1,0,6,0,255,1,0,3,99,NULL,NULL
3204,27409,1,0,6,0,255,1,0,3,99,NULL,NULL
3204,27417,1,0,6,0,255,1,0,3,99,NULL,NULL
3204,27421,1,0,6,0,255,1,0,3,99,NULL,NULL
3204,27423,1,0,6,0,255,1,0,3,99,NULL,NULL
3204,27427,1,0,6,0,255,1,0,3,99,NULL,NULL
3301,5028,1,1,100,0,255,1,0,-1,-1,NULL,NULL
3302,5028,1,1,50,0,255,1,0,-1,-1,NULL,NULL
3302,31490,1,1,50,0,255,1,0,-1,-1,NULL,NULL
3314,5038,1,1,75,0,255,1,0,-1,-1,NULL,NULL
3314,10403,1,1,25,0,255,1,0,-1,-1,NULL,NULL
3315,17974,1,0,100,0,255,1,0,-1,-1,NULL,NULL
3327,13050,1,0,41,0,255,1,0,-1,-1,NULL,NULL
3327,13064,1,0,30,0,255,1,0,-1,-1,NULL,NULL
3327,13264,1,0,3,0,255,1,0,-1,-1,NULL,NULL
3349,5040,1,1,100,0,255,1,0,-1,-1,NULL,NULL
3362,5042,1,1,100,0,255,1,0,-1,-1,NULL,NULL
3363,19931,1,0,100,0,255,1,0,-1,-1,NULL,NULL
3364,5044,1,1,100,0,255,1,0,-1,-1,NULL,NULL
3365,19934,1,0,100,0,127,1,0,-1,-1,NULL,NULL
3371,5023,1,1,50,0,255,1,0,-1,-1,NULL,NULL
3371,5070,1,1,50,0,255,1,0,-1,-1,NULL,NULL
3372,19932,1,0,100,0,255,1,0,-1,-1,NULL,NULL
3373,5070,1,1,100,0,255,1,0,-1,-1,NULL,NULL
3374,20186,1,0,100,0,255,1,0,-1,-1,NULL,NULL
3503,5307,1,1,25,0,255,1,0,-1,-1,NULL,NULL
3503,7307,1,1,75,0,255,1,0,-1,-1,NULL,NULL
3581,5350,1,1,4,0,255,1,0,-1,-1,NULL,NULL
3581,5351,1,1,3,0,255,1,0,-1,-1,NULL,NULL
3581,5352,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3581,5353,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3581,6350,1,1,4,0,255,1,0,-1,-1,NULL,NULL
3581,6351,1,1,6,0,255,1,0,-1,-1,NULL,NULL
3581,6352,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3581,7351,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3581,7352,1,1,5,0,255,1,0,-1,-1,NULL,NULL
3582,16904,1,0,10,0,255,2,0,-1,-1,NULL,NULL
3583,12206,1,0,100,0,255,1,0,-1,-1,NULL,NULL
3662,5352,1,1,100,0,255,1,0,-1,-1,NULL,NULL
3670,5356,1,1,25,0,127,1,0,-1,-1,NULL,NULL
3670,9350,1,1,75,0,127,1,0,-1,-1,NULL,NULL
3690,5410,1,1,25,0,255,1,0,-1,-1,NULL,NULL
3690,7406,1,1,75,0,255,1,0,-1,-1,NULL,NULL
3692,5431,1,1,25,0,255,1,0,-1,-1,NULL,NULL
3692,11405,1,1,25,0,255,1,0,-1,-1,NULL,NULL
3692,15838,1,1,25,0,255,1,0,-1,-1,NULL,NULL
3692,24572,1,1,25,0,255,1,0,-1,-1,NULL,NULL
3730,5517,1,1,1.5,0,255,1,0,-1,-1,NULL,NULL
3730,5518,1,1,1.5,0,255,1,0,-1,-1,NULL,NULL
3730,9402,1,1,1.5,0,255,1,0,-1,-1,NULL,NULL
3732,14371,1,0,3,0,255,1,0,-1,-1,NULL,NULL
3810,5593,1,1,12.5,0,255,1,0,-1,-1,NULL,NULL
3810,9443,1,1,12.5,0,255,1,0,-1,-1,NULL,NULL
3810,10109,1,1,12.5,0,255,1,0,-1,-1,NULL,NULL
3810,11033,1,1,12.5,0,255,1,0,-1,-1,NULL,NULL
3810,20624,1,1,12.5,0,255,1,0,-1,-1,NULL,NULL
3810,21864,1,1,12.5,0,255,1,0,-1,-1,NULL,NULL
3810,26081,1,1,12.5,0,255,1,0,-1,-1,NULL,NULL
3810,27285,1,1,12.5,0,255,1,0,-1,-1,NULL,NULL
3915,5742,1,1,33.333,0,255,1,0,-1,-1,NULL,NULL
3915,15830,1,1,33.333,0,255,1,0,-1,-1,NULL,NULL
3915,15845,1,1,33.333,0,255,1,0,-1,-1,NULL,NULL
3947,5797,1,1,20,0,255,1,0,-1,-1,NULL,NULL
3947,7771,1,1,20,0,255,1,0,-1,-1,NULL,NULL
3947,9483,1,1,20,0,255,1,0,-1,-1,NULL,NULL
3947,26739,1,1,20,0,255,1,0,-1,-1,NULL,NULL
3947,27989,1,1,20,0,255,1,0,-1,-1,NULL,NULL
3958,5838,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
3958,5842,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
3958,31352,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
3958,31353,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
3958,31354,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
3958,31355,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
3959,5839,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
3959,5843,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
3959,31348,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
3959,31349,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
3959,31350,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
3959,31351,1,1,16.66,0,255,1,0,-1,-1,NULL,NULL
4063,6003,1,1,100,0,255,1,0,-1,-1,NULL,NULL
4066,6004,1,1,100,0,255,1,0,-1,-1,NULL,NULL
4076,5350,1,1,25,0,255,1,0,-1,-1,NULL,NULL
4076,5352,1,1,25,0,255,1,0,-1,-1,NULL,NULL
4076,6005,1,1,25,0,255,1,0,-1,-1,NULL,NULL
4076,6350,1,1,25,0,255,1,0,-1,-1,NULL,NULL
4076,9004,1,1,25,0,255,1,0,-1,-1,NULL,NULL
4078,5352,1,1,5,0,255,1,0,-1,-1,NULL,NULL
4078,6022,1,1,5,0,255,1,0,-1,-1,NULL,NULL
4078,6350,1,1,5,0,255,1,0,-1,-1,NULL,NULL
4078,7350,1,1,5,0,255,1,0,-1,-1,NULL,NULL
4078,7352,1,1,5,0,255,1,0,-1,-1,NULL,NULL
4084,6006,1,1,34,0,255,1,0,-1,-1,NULL,NULL
4084,6022,1,1,33,0,255,1,0,-1,-1,NULL,NULL
4084,6350,1,1,33,0,255,1,0,-1,-1,NULL,NULL
4086,6006,1,1,50,0,255,1,0,-1,-1,NULL,NULL
4086,6022,1,1,50,0,255,1,0,-1,-1,NULL,NULL
4111,6018,1,1,100,0,255,1,0,-1,-1,NULL,NULL
4113,6012,1,1,50,0,255,1,0,-1,-1,NULL,NULL
4113,6020,1,1,50,0,255,1,0,-1,-1,NULL,NULL
4114,19935,1,0,100,0,255,1,0,-1,-1,NULL,NULL
4223,6320,1,1,25,0,255,1,0,-1,-1,NULL,NULL
4223,10356,1,1,75,0,255,1,0,-1,-1,NULL,NULL
4228,6336,1,1,100,0,255,1,0,-1,-1,NULL,NULL
4229,6338,1,1,100,0,255,1,0,-1,-1,NULL,NULL
4272,6404,1,1,75,0,255,1,0,-1,-1,NULL,NULL
4272,10216,1,1,25,0,255,1,0,-1,-1,NULL,NULL
4308,5519,1,1,2,0,255,1,0,-1,-1,NULL,NULL
4308,6500,1,1,2,0,127,1,0,-1,-1,NULL,NULL
4308,9403,1,1,2,0,127,1,0,-1,-1,NULL,NULL
4315,6508,1,1,5,0,255,1,0,-1,-1,NULL,NULL
4315,16359,1,0,5,0,255,1,0,-1,-1,NULL,NULL
