id,spawngroupID,zone,x,y,z,heading,respawntime,variance,pathgrid,_condition,cond_value,enabled,animation,boot_respawntime,clear_timer_onboot,boot_variance,force_z,min_expansion,max_expansion,content_flags,content_flags_disabled
1178,5113,cshome,15,319,-10.4,0,10,1,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
1179,5114,cshome,45,342,-11.3,194,10,1,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
1180,5115,cshome,123,643,-26.299999,246,10,1,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
59368,48642,cshome,28.444639,678.313171,-25.309496,66,1200,120,1,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324734,224821,acrylia,-335,-179,-20.424971,247.818695,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324735,224818,acrylia,-368,-63,-14.74899,255.977295,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324736,224813,acrylia,-345,-142,-19.253389,125.439102,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324737,224818,acrylia,-336,-59,-14.74899,253.937698,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324738,154128,acrylia,356,-11,-37.200001,0,10,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324739,224819,acrylia,-460,-28,-10.749,139.716705,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324740,224826,acrylia,-451,-208,1.797616,203.966003,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324741,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324742,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324743,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324744,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324745,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324746,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324747,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324748,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324749,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324750,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324751,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324752,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324753,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324754,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324755,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324756,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324757,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324758,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324759,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324760,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324761,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324762,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324763,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324764,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324765,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324766,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324767,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324768,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324769,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324770,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324771,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324772,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324773,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324774,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324775,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324776,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324777,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324778,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324779,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324780,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324781,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324782,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324783,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324784,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324785,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324786,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324787,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324788,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324789,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324790,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324791,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324792,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324793,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324794,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324795,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324796,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324797,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324798,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324799,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324800,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324801,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324802,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324803,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324804,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324805,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324806,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324807,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324808,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324809,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324810,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324811,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324812,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324813,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324814,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324815,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324816,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324817,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324818,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324819,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324820,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324821,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324822,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324823,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324824,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324825,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324826,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324827,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324828,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324829,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324830,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324831,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324832,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324833,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324834,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324835,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324836,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324837,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324838,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324839,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324840,154135,acrylia,-37,-373,-30.700001,129.518402,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324841,154107,acrylia,142,-690,2.3,65.269119,7200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324842,154097,acrylia,-684,-299,-88.077957,188.668503,5400,3600,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324843,154103,acrylia,243,-7,-4.2,195.807404,16800,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324845,154111,acrylia,130,-287,-3.7,193.7677,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324846,154111,acrylia,148,-276,5.2,196.827194,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324847,154123,acrylia,402,-208,36.700001,128.498596,30,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324848,154102,acrylia,975,-579,-42.200001,193.7677,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324849,154102,acrylia,907,-579,-42.200001,62.209629,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324850,154102,acrylia,981,-525,-42.200001,195.807404,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324851,154102,acrylia,897,-525,-42.200001,59.150139,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324852,154338,acrylia,926,-391,-34.5,95.864021,1200,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324853,154338,acrylia,899,-376,-25.4,195.807404,1200,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324854,154159,acrylia,647,-374,-22.9,194.787506,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324855,154159,acrylia,649,-405,-22.9,194.787506,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324856,154159,acrylia,649,-341,-22.9,194.787506,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324857,154159,acrylia,649,-359,-22.9,194.787506,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324858,154159,acrylia,649,-387,-22.9,194.787506,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324859,154159,acrylia,638,-397,-24,194.787506,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324860,154159,acrylia,638,-349,-24,194.787506,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324861,154159,acrylia,633,-373,-24,194.787506,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324862,154336,acrylia,540,-374,-22.799999,65.269119,1200,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324863,222776,acrylia,512,-335,-22.9,260.056702,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324864,222776,acrylia,530,-335,-22.9,260.056702,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324865,154095,acrylia,749,-359,-24.200001,88.725212,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324866,154095,acrylia,735,-358,-24.200001,258.016998,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324867,154095,acrylia,617,-283,0.7,191.727997,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324868,154116,acrylia,274,-383,10.7,62.209629,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324869,222775,acrylia,596,-226,0.3,157.053802,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324870,222775,acrylia,553,-226,0.3,130.538193,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324871,222775,acrylia,514,-226,0.3,98.923523,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324872,222775,acrylia,514,-259,0.3,128.498596,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324873,222775,acrylia,513,-288,0.3,3.05949,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324875,222775,acrylia,515,-319,0.3,29.575069,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324876,222775,acrylia,551,-321,0.3,260.056702,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324877,222775,acrylia,594,-319,0.3,230.481598,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324878,154132,acrylia,601,-291,2.6,195.807404,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324879,154124,acrylia,602,-258,2.6,192.747894,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324880,154083,acrylia,448,-236,-0.2,0,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324881,154083,acrylia,433,-237,-0.2,260.056702,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324882,154083,acrylia,431,-318,-0.2,132.577896,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324883,154083,acrylia,448,-317,-0.2,131.558105,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324884,154130,acrylia,421,-297,36.700001,130.538193,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324885,224803,acrylia,450,-239,36.700001,130.538193,30,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324886,224803,acrylia,430,-239,36.700001,130.538193,30,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324887,154115,acrylia,455,-291,36.700001,195.807404,30,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324888,224803,acrylia,455,-304,36.700001,195.807404,30,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324889,154115,acrylia,450,-374,36.700001,0,30,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324890,154115,acrylia,430,-374,36.700001,0,30,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324891,154111,acrylia,177,-276,7.2,65.269119,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324892,154118,acrylia,344,-276,10,195.807404,16800,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324893,224828,acrylia,335,-270,9.299999,221.303101,16800,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324894,224828,acrylia,340,-266,9.299999,247.818695,16800,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324896,224828,acrylia,348,-266,9.299999,13.25779,16800,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324897,224828,acrylia,353,-270,9.299999,38.75354,16800,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324898,224828,acrylia,355,-276,9.299999,65.269119,16800,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324899,224828,acrylia,353,-282,9.299999,90.76487,16800,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324900,224828,acrylia,348,-286,9.299999,117.280502,16800,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324901,224828,acrylia,340,-286,9.299999,142.776199,16800,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324902,224828,acrylia,335,-282,9.299999,169.291794,16800,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324903,224828,acrylia,333,-276,9.299999,195.807404,16800,0,0,0,1,1,3,0,0,0,0,-1,-1,NULL,NULL
324904,154170,acrylia,381,-357,8.7,195.807404,780,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324905,154170,acrylia,381,-333,8.7,195.807404,780,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324906,154170,acrylia,381,-309,8.7,195.807404,780,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324907,154170,acrylia,381,-247,8.7,195.807404,780,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324908,154170,acrylia,381,-223,8.7,195.807404,780,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324909,154170,acrylia,305,-357,8.7,65.269119,780,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324910,154170,acrylia,305,-333,8.7,65.269119,780,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324911,154170,acrylia,305,-309,8.7,65.269119,780,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324912,154170,acrylia,305,-247,8.7,65.269119,780,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324913,154170,acrylia,305,-223,8.7,65.269119,780,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324914,154099,acrylia,245,4,-7.2,195.807404,3600,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324915,154099,acrylia,245,-17,-7.2,195.807404,3600,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324916,224829,acrylia,239,-6,-2.4,0,10,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324917,154320,acrylia,-276,246,-5.248999,139.716705,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324919,154327,acrylia,-306,255,-4.785364,139.716705,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324920,154339,acrylia,-727.356323,-341.398193,-82.2332,171.331497,1,0,7,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324921,154339,acrylia,-615.692505,-310.565002,-82.189247,69.348442,1,0,8,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324922,154339,acrylia,-615.9776,-289.326599,-80.797829,66.288948,1,0,8,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324923,154339,acrylia,-739.085388,-328.585388,-86.408409,172.351303,1,0,7,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324924,154090,acrylia,-37,-373,-30.700001,0,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324925,154090,acrylia,-37,-373,-30.700001,0,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324926,154090,acrylia,-37,-373,-30.700001,0,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
324927,154090,acrylia,-37,-373,-30.700001,0,1200,0,0,0,1,1,0,0,0,0,0,-1,-1,NULL,NULL
